Wall time,Step,Value
1555882137.4844785,0,0.42431971430778503
1555882147.6030176,1,0.5564625859260559
1555882158.1790786,2,0.6700680255889893
1555882168.7604988,3,0.7318027019500732
1555882178.8719523,4,0.18333333730697632
