Wall time,Step,Value
1563985233.3842092,0,0.9059233665466309
1563985237.9044466,1,0.9721254110336304
1563985242.4029002,2,0.9808362126350403
1563985246.89136,3,0.9790940880775452
1563985251.4099543,4,0.9756097793579102
1563985255.8811393,5,0.9599303007125854
1563985260.3587554,6,0.9825783967971802
1563985264.8241887,7,0.9773519039154053
1563985269.298914,8,0.996515691280365
1563985273.767935,9,0.9982578158378601
1563985278.2359967,10,0.9947735071182251
1563985282.7165644,11,0.9790940880775452
1563985287.1922781,12,0.99303138256073
1563985291.66635,13,0.9825783967971802
1563985296.1772695,14,0.99303138256073
1563985300.6679854,15,0.996515691280365
1563985305.0996366,16,0.9982578158378601
1563985309.6084366,17,0.9982578158378601
1563985314.1031425,18,0.9982578158378601
1563985318.7171474,19,0.9982578158378601
