Wall time,Step,Value
1564000735.0726876,0,0.4765198230743408
1564000840.2268384,1,0.6123633980751038
1564000943.8040564,2,0.7104678750038147
1564001046.9006162,3,0.7813353538513184
1564001150.134499,4,0.8243681788444519
1564001252.2370822,5,0.853910505771637
1564001356.077121,6,0.8774760961532593
1564001458.907238,7,0.900102436542511
1564001561.3649876,8,0.9192281365394592
1564001664.164521,9,0.9298155903816223
1564001768.725144,10,0.9323770403862
1564001871.3277364,11,0.9452698230743408
1564001973.9580479,12,0.9548326730728149
1564002077.524721,13,0.9617486596107483
1564002181.3176634,14,0.9665300250053406
1564002283.4773262,15,0.9639685750007629
1564002385.5000787,16,0.9712260961532593
1564002487.7649083,17,0.9702014923095703
1564002589.34286,18,0.9695184230804443
1564002690.9176552,19,0.9720799326896667
1564002792.703583,20,0.9757513403892517
1564002894.449811,21,0.9807035326957703
1564002996.1712391,22,0.9815573692321777
1564003098.1203558,23,0.9831796288490295
1564003199.6046395,24,0.9866803288459778
