Wall time,Step,Value
1556364144.8359587,0,0.8966974020004272
1556364150.4796476,1,0.9485406875610352
1556364156.2115014,2,0.9554531574249268
1556364162.1971014,3,0.9596773982048035
1556364168.1298473,4,0.9754224419593811
